cow_id,animal_name,sire,parity,lactation_length_d,peak_day,peak_milk_kg,dry_period_d,milk_yield_kg
804870,Hopi,L.Jet Bowser XA,2,291.0,95.0,54.4,46.0,9740.3
806143,Mega,Horst MONTNEY,2,323.0,71.0,45.0,54.0,9154.6
804514,Evelyn,L.Jet Bowser-ET,2,282.0,59.0,53.7,62.0,7543.6
805880,INUL,AK 47,2,318.0,57.0,33.3,56.0,7211.9
804076,Aolani,Mac Douglas-ET,2,322.0,96.0,37.0,127.0,7653.1
803017,Pearce,DILLION,2,379.0,56.0,43.2,50.0,11622.0
803300,Hiromi,Bull Mix,2,416.0,59.0,44.9,106.0,11793.2
804406,Embun,L.Jet Bowser XA,2,292.0,28.0,43.8,80.0,8389.0
804214,MEMEY,Krunch - ET,2,314.0,36.0,37.2,79.0,7466.3
804323,PAM,Longlife,2,406.0,25.0,37.1,61.0,8862.6
803545,Marie,Klr. SuperMario,2,289.0,52.0,38.8,49.0,8104.0
804360,Audy,Jet Bowser XA,2,291.0,74.0,32.3,47.0,5879.8
804583,Falco,L.Jet Bowser XA,2,390.0,65.0,39.9,46.0,10017.7
804888,Hot-098,Jenny S.TrumpET,2,295.0,79.0,43.5,50.0,8450.5
803114,Verlin,DILLION,2,297.0,53.0,40.5,47.0,8047.0
804943,Arumi,L.Jet Bowser-ET,2,265.0,47.0,49.8,69.0,6881.8
803310,Tuoli,Bull Mix,2,282.0,29.0,45.5,64.0,8365.0
806104,Diana,Horst MONTNEY,2,319.0,59.0,45.4,66.0,9849.7
802765,Infla,Bull Mix,2,331.0,40.0,46.4,49.0,10460.0
804115,Monde,Mac Douglas-ET,2,291.0,49.0,39.3,63.0,7270.7
804071,Hobo075,Brasilia,2,294.0,45.0,41.0,50.0,8120.0
803191,Febri,DILLION,2,317.0,68.0,41.1,47.0,9555.0
805066,HEDONI,MR MUDD -  XA,2,366.0,30.0,46.2,130.0,9751.9
804274,Cherry,L.Jet Bowser-ET,2,382.0,28.0,46.1,50.0,10015.1
804309,Erico,Krunch - ET,2,291.0,89.0,30.2,53.0,6047.8
803671,Lande,Bull Mix,2,315.0,76.0,44.2,51.0,9902.7
804367,Dadic,C. Starlight,2,289.0,43.0,47.9,52.0,8811.5
803147,Gadi,DU-Osmond,2,298.0,49.0,35.8,84.0,7198.0
804117,Dels157,Brasilia,2,350.0,51.0,40.4,54.0,9553.9
803329,Ciripa 2,K. Big Time,2,296.0,34.0,40.2,53.0,8528.0
804570,Top-One,Coyne PlanetET,2,337.0,69.0,44.9,107.0,8113.0
805195,MED-281,Coyne PlanetET,2,382.0,51.0,36.4,51.0,9515.7
805049,Kelly,Jenny S.TrumpET,2,384.0,53.0,43.7,53.0,10244.2
803094,Sando,DILLION,2,297.0,55.0,40.8,55.0,7106.0
804689,Santa,Coyne PlanetET,2,337.0,100.0,39.1,52.0,7540.0
804507,Prety,Coyne PlanetET,2,379.0,80.0,41.2,106.0,9391.4
803945,Mam-495,Holstein Bull,2,291.0,68.0,35.6,66.0,7288.1
805144,Kimi,MR MUDD -  XA,2,295.0,76.0,46.3,52.0,9366.6
803931,Koda,W.EpicIcebergET,2,310.0,65.0,32.6,57.0,6512.4
803480,Purri,L.S Titanic,2,302.0,40.0,43.9,123.0,7714.9
805520,LILO,AK 47,2,313.0,53.0,41.7,49.0,9858.5
803226,Lousy,Bull Mix,2,365.0,26.0,55.7,102.0,12528.0
803967,POND-029,Brasilia,2,349.0,63.0,34.9,50.0,7359.7
804719,SAKHA,L.Jet Bowser XA,2,314.0,40.0,40.7,60.0,7421.9
803652,Karen,L.Jet Bowser XA,2,320.0,64.0,40.8,47.0,8706.8
804138,Budd-249,Brasilia,2,382.0,37.0,41.5,48.0,9962.0
804580,Yuana,L.Jet Bowser XA,2,400.0,60.0,57.8,103.0,12400.3
805853,Tipa,Horst MONTNEY,2,282.0,77.0,38.8,56.0,8465.7
803016,Bella,Bull Mix,2,288.0,40.0,43.6,64.0,7843.0
803198,Duyan,Bull Mix,2,379.0,53.0,46.0,54.0,10449.0
803137,Discal,DU-Osmond,2,388.0,63.0,47.0,96.0,12127.0
804153,PERK-266,Brasilia,2,351.0,27.0,38.5,131.0,8217.4
804050,TOMAS,O.S.Elmer-XA,2,381.0,57.0,45.4,93.0,11250.6
802905,Vabi,DILLION,2,298.0,64.0,41.6,49.0,10250.0
803790,Kimber,Bull Mix,2,365.0,62.0,41.5,100.0,8625.9
805932,Wind-005,Jenny S.TrumpXA,2,306.0,45.0,35.0,63.0,7526.0
803570,Anjani,L.Jet Bowser XA,2,406.0,56.0,43.5,115.0,11599.5
802852,Sakha,SuperSonic XA,2,294.0,30.0,35.1,57.0,7212.0
805005,Terry,L.Jet Bowser XA,2,385.0,53.0,45.9,110.0,10239.9
806064,VIEW-261,L.Jet Bowser-ET,2,326.0,105.0,43.7,57.0,9247.1
803350,Olivia,S. Gypsy B.,2,373.0,46.0,44.1,112.0,10569.7
805497,Justin,AK 47,2,294.0,62.0,37.6,54.0,7366.7
803484,Audy,L.S Titanic,2,296.0,50.0,33.8,96.0,6573.2
806048,Papa,Horst MONTNEY,2,309.0,71.0,45.5,62.0,9572.5
803449,Taksa,Klr. SuperMario,2,320.0,66.0,39.7,78.0,9130.1
804549,Rosa,Coyne PlanetET,2,381.0,41.0,45.4,61.0,9655.1
806095,Nayan,Horst MONTNEY,2,394.0,59.0,40.4,50.0,11500.5
804248,Yiran,L.Jet Bowser-ET,2,291.0,42.0,41.1,48.0,7047.6
803943,Ston-150,Brasilia,2,298.0,46.0,40.8,65.0,7763.4
806059,Salma,Ziggy VS Whisky,2,215.0,78.0,42.4,130.0,6842.1
804498,Lingli,K-M.EpicSave-ET,2,274.0,49.0,34.3,73.0,5314.9
804205,Banyu,L.Jet Bowser XA,2,295.0,92.0,39.9,79.0,8328.1
803070,Smalis,Bull Mix,2,296.0,70.0,38.9,46.0,8228.0
802702,Titha,Bull Mix,2,323.0,54.0,48.1,40.0,10552.0
804712,Gabe,Coyne PlanetET,2,340.0,57.0,42.0,59.0,6926.6
803174,Anjali,DILLION,2,427.0,37.0,43.3,60.0,13162.0
805221,INDI,Jenny S.TrumpET,2,289.0,102.0,40.1,56.0,7819.8
805396,NIAT,L.Jet Bowser-ET,2,291.0,61.0,46.7,43.0,9878.0
803050,Sydney,Jenny S.TrumpXA,2,294.0,45.0,51.6,52.0,10845.5
803534,Riski,L.Jet Bowser XA,2,324.0,31.0,47.8,73.0,9633.5
802983,Camea,Bull Mix,2,328.0,33.0,43.4,52.0,10098.0
802473,Jeni-li,Gold Wyn Cadet,2,383.0,65.0,36.5,81.0,9012.0
805785,MCC-148,MR MUDD -  XA,2,285.0,36.0,43.3,51.0,9273.0
803332,Bakan,Bull Mix,2,327.0,67.0,43.5,70.0,9150.0
802776,Azuri,C. Starlight,2,293.0,78.0,36.4,56.0,7864.0
804396,Kaka,M.Z.Merlin.-XA,2,351.0,116.0,47.7,44.0,10724.6
804907,Amor,Jenny S.TrumpET,2,311.0,88.0,39.9,120.0,6984.6
804335,NIXIN,Longlife,2,294.0,29.0,36.4,50.0,7443.4
806002,Hazid,AK 47,2,327.0,91.0,45.1,46.0,9919.8
805555,RISKI,Jenny S.TrumpXA,2,287.0,79.0,42.1,53.0,8566.5
805059,Blade,MR MUDD -  XA,2,331.0,53.0,44.9,51.0,10733.9
806062,SNOW,Horst MONTNEY,2,286.0,38.0,40.2,47.0,8428.1
804088,Ciciel,O.S.Elmer-XA,2,298.0,52.0,40.1,102.0,8532.8
803599,Benny,W.EpicIcebergET,2,325.0,40.0,33.1,54.0,6924.2
804703,IRFI,Jenny S.TrumpET,2,282.0,103.0,43.4,50.0,6705.1
802873,Yuana,Macguinees-XA,2,297.0,14.0,42.7,51.0,9516.0
804425,Bobo,C. Dv. Creeton,2,332.0,75.0,50.4,89.0,8624.3
803553,Madison,L.S Titanic,2,422.0,31.0,41.1,84.0,11423.3
804728,SPRINGS,C. Toyjet,2,306.0,35.0,48.6,62.0,8697.8
805216,REGIE,AK 47,2,361.0,51.0,35.8,50.0,10326.9
803685,Aria,Bull Mix,2,291.0,27.0,42.3,48.0,8199.1
806056,Jera,Horst MONTNEY,2,324.0,61.0,41.9,52.0,9671.4
804588,NAMI,Jenny S.TrumpET,2,280.0,28.0,41.4,64.0,6900.1
803617,Eet,Bull Mix,2,283.0,52.0,34.3,59.0,6473.3
802781,Nasri,DILLION,2,334.0,60.0,41.9,66.0,8910.0
804228,Aneko,Mac Douglas-ET,2,383.0,38.0,35.9,58.0,9312.8
803970,MCC-130,Brasilia,2,394.0,33.0,43.2,46.0,10663.9
803061,Caya,Jenny S.TrumpXA,2,295.0,36.0,38.8,54.0,7547.0
803541,Item,L.Jet Bowser XA,2,343.0,28.0,51.6,52.0,11472.2
804014,PAST-221,Brasilia,2,293.0,50.0,43.8,46.0,8417.2
802621,Gadi,S. Gypsy B.,2,326.0,50.0,36.3,85.0,7512.0
804255,VIND-573,Holstein Bull,2,296.0,37.0,39.7,83.0,6668.0
803888,Albie,C. Dv. Creeton,2,283.0,45.0,37.1,55.0,6808.1
802913,Titis,Macguinees-XA,2,392.0,88.0,43.4,101.0,12198.0
803902,Joey,L.Jet Bowser XA,2,410.0,44.0,40.3,122.0,9694.4
803539,Alda,L.Jet Bowser XA,2,289.0,47.0,48.3,56.0,9425.7
803076,Anesia,DILLION,2,328.0,56.0,40.4,67.0,7636.0
805435,Zee-Zee,MR MUDD -  XA,2,338.0,29.0,42.3,54.0,10527.1
804457,Asha,L.Jet Bowser-ET,2,295.0,58.0,41.9,46.0,8114.3
805662,Yaris,Ziggy VS Whisky,2,288.0,75.0,40.0,67.0,8540.1
803055,Sidra,Bull Mix,2,354.0,51.0,42.2,127.0,9879.5
805328,MIA,Coyne PlanetET,2,293.0,93.0,29.0,64.0,6077.1
804445,ERSA,C. Dv. Creeton,2,363.0,97.0,37.8,69.0,7801.6
803727,Vind-487,Holstein Bull,2,405.0,32.0,38.9,57.0,10626.2
804189,Bella,Krunch - ET,2,291.0,50.0,46.1,44.0,8742.6
804048,Pond137,Brasilia,2,321.0,37.0,43.5,47.0,9737.9
804177,Blue,Mac Douglas-ET,2,360.0,30.0,38.3,85.0,8151.8
804374,NUBE,C. Dv. Creeton,2,404.0,32.0,39.7,51.0,9470.1
804039,Rou-120,Brasilia,2,417.0,71.0,39.1,73.0,10291.2
805325,Cinta,Jenny S.TrumpET,2,294.0,77.0,40.1,51.0,8184.8
802711,Bebeb,DE-SU Fork -ET,2,297.0,83.0,38.0,47.0,7097.0
804543,Vita,C. Dv. Creeton,2,293.0,82.0,44.0,35.0,7752.6
804089,Tadita,Longlife,2,338.0,69.0,41.0,62.0,8867.0
802449,Pisa 2,Bull Earl,2,362.0,54.0,44.7,46.0,10897.0
802819,Willy,C. Starlight,2,316.0,35.0,44.1,60.0,10077.0
3599,,FABULON,2,321.0,28.0,34.5,52.0,7877.0
803360,Kionai,Bull Mix,2,339.0,35.0,35.3,92.0,8023.4
803658,Beril,Bull Mix,2,279.0,51.0,38.1,72.0,7647.2
804383,SIRENA,L.Jet Bowser XA,2,290.0,74.0,36.4,49.0,5997.8
802345,TADITA,Jenny S.TrumpXA,2,293.0,73.0,44.3,55.0,8624.0
804283,Disu,C. Dv. Creeton,2,404.0,96.0,47.2,58.0,10760.1
804509,HIKARI,C. Toyjet,2,288.0,50.0,41.0,59.0,6486.0
804113,Libra,C. Starlight,2,377.0,36.0,42.5,46.0,9795.0
804517,Anzia,Coyne PlanetET,2,287.0,41.0,45.6,54.0,6713.4
803390,Kike,Bull Mix,2,297.0,81.0,50.3,43.0,11653.0
805692,Julie,Coyne PlanetET,2,257.0,56.0,45.5,92.0,6687.2
803647,Teten,O.S.Elmer-XA,2,312.0,41.0,40.9,94.0,8534.7
804949,Ichesa,L.Jet Bowser XA,2,371.0,67.0,39.2,107.0,9197.5
3001,,BROOKVIEW,2,303.0,52.0,39.8,43.0,8272.0
802857,Kotwi,C. Starlight,2,320.0,56.0,44.6,60.0,10608.0
802596,Gaga,Bull Mix,2,372.0,68.0,42.4,51.0,10252.0
803784,Plane,L.S Titanic,2,267.0,79.0,34.4,82.0,6269.0
803827,Hiley,O.S.Elmer-XA,2,339.0,24.0,36.0,109.0,8637.0
804557,Yuki,Coyne PlanetET,2,319.0,50.0,49.6,55.0,8249.1
803376,Qiya,Gold Lyn Dickey,2,335.0,43.0,38.4,120.0,9006.4
803875,Shomi,M.Z.Merlin ET,2,349.0,81.0,36.3,58.0,8105.2
803957,POND-149,Brasilia,2,409.0,39.0,33.8,67.0,8469.9
803809,Lota,W.EpicIcebergET,2,430.0,36.0,43.5,131.0,11725.5
804893,Arista,L.Jet Bowser XA,2,325.0,94.0,43.8,32.0,9646.8
805225,Kopi 2,AK 47,2,382.0,67.0,37.4,60.0,10046.9
802661,Sirena,Bull Aril,2,414.0,83.0,31.6,50.0,8186.0
804587,Viona,Coyne PlanetET,2,286.0,42.0,33.8,71.0,5884.8
802631,Britny,Bull mix,2,309.0,51.0,34.1,114.0,6942.0
803264,Gama,S. Gypsy B.,2,319.0,35.0,43.5,89.0,8922.6
802444,Dima,Gold Wyn Cadet,2,368.0,31.0,37.5,115.0,8096.0
802655,TAN,Bull Mix,2,397.0,28.0,43.6,66.0,11210.0
803039,Alair,DILLION,2,347.0,82.0,43.2,52.0,10929.0
803626,Almo,K.S Layne ET,2,291.0,55.0,48.8,51.0,9338.6
803800,Tean,W.EpicIcebergET,2,277.0,75.0,43.1,57.0,8048.4
804332,Ayoni,Bull Mix,2,348.0,102.0,44.5,87.0,7748.7
804997,Sizuka,L.Jet Bowser XA,2,368.0,40.0,41.3,46.0,10947.1
802961,Gabe,Bull Mix,2,301.0,87.0,44.9,53.0,9220.0
803488,Indah,K. Big Time,2,316.0,62.0,36.7,51.0,8772.7
803343,Aiden,S. Gypsy B.,2,350.0,61.0,41.5,48.0,10282.4
803882,Nisa,L.S Titanic,2,286.0,59.0,35.7,53.0,7198.5
802748,Mehri,Bull Aril,2,359.0,31.0,40.5,46.0,9444.0
803115,Adrina,Bull Mix,2,413.0,37.0,46.8,55.0,11693.0
804412,Rara,K-M.EpicSave-ET,2,285.0,83.0,41.8,76.0,6966.1
803110,Pedri,DU-Osmond,2,293.0,75.0,41.6,119.0,8017.0
804892,PUTRI,Jenny S.TrumpET,2,364.0,81.0,44.9,48.0,10168.1
805132,MURNI,Coyne PlanetET,2,262.0,64.0,34.8,92.0,6446.4
802909,Larra,DILLION,2,308.0,30.0,38.8,62.0,8054.0
802578,Feel,S. Gypsy B.,2,372.0,27.0,44.2,61.0,10153.0
802334,RANSI,C. Starlight,2,260.0,52.0,37.1,116.0,7516.0
3596,,FABULON,2,367.0,37.0,37.8,93.0,8354.0
802778,Jana,Bosside Altaros,2,351.0,37.0,44.8,50.0,9621.0
805774,Chen,Horst MONTNEY,2,284.0,93.0,36.3,53.0,7345.3
804867,NIJI,AK 47,2,294.0,50.0,38.6,58.0,7971.0
3289,,LEVI,2,338.0,59.0,40.6,46.0,9659.0
802629,Dadic,Bull Mix,2,350.0,78.0,41.7,57.0,9944.0
804322,Titha,M.Z.Merlin.-XA,2,291.0,88.0,47.7,58.0,7901.0
804680,PESO,Coyne PlanetET,2,404.0,56.0,41.7,112.0,10224.9
804254,Risna,L.Jet Bowser XA,2,331.0,55.0,42.5,52.0,8058.9
804891,KANELI,C. Dv. Creeton,2,289.0,52.0,39.4,46.0,8541.5
803146,Usha,LE-SHO Contact,2,386.0,37.0,42.7,93.0,10756.7
803361,Marbel,U.M Aberlin -ET,2,283.0,36.0,43.3,51.0,8981.7
803401,Eriz,Bull Mix,2,303.0,48.0,43.6,51.0,8650.7
802720,Rexin,Bull Mix,2,390.0,64.0,40.9,132.0,10696.0
803190,Love,DU-Osmond,2,320.0,96.0,41.6,76.0,10428.5
803750,Foc-488,Holstein Bull,2,294.0,59.0,33.0,56.0,6662.3
804106,Abbie,Krunch - ET,2,328.0,81.0,59.0,47.0,10746.1
804672,Anani,C. Toyjet,2,298.0,61.0,48.2,93.0,9236.9
803623,Friski,SuperSonic XA,2,407.0,71.0,40.7,103.0,9073.5
802955,Chibi,LE-SHO Contact,2,423.0,97.0,45.3,128.0,11911.6
803988,Just016,Brasilia,2,349.0,89.0,53.8,48.0,9328.6
802906,Irra,DILLION,2,384.0,48.0,38.2,52.0,9393.0
804222,Wendy,Mac Douglas-ET,2,388.0,74.0,45.4,51.0,10193.6
803747,Qui-475,Holstein Bull,2,411.0,61.0,42.4,85.0,9984.6
3426,,STYLIST,2,350.0,48.0,37.1,38.0,10006.0
805048,NOVAL,MR MUDD -  XA,2,294.0,97.0,47.3,54.0,10617.8
3075,,BONAIR,2,314.0,49.0,42.3,51.0,7853.0
3231,,ROACHY,2,331.0,79.0,43.4,70.0,10402.0
803679,Peso,K.S.Layne ET,2,335.0,57.0,40.5,58.0,9254.7
805180,Alfin,Coyne PlanetET,2,409.0,61.0,43.7,123.0,12590.3
802749,Fredom,Bull Mix,2,418.0,50.0,49.4,54.0,13205.5
803136,REYKO,Jenny S.TrumpXA,2,363.0,74.0,47.8,54.0,11693.4
802241,Genius,Bull Mix,2,409.0,61.0,41.8,46.0,11345.0
803260,Harra,S. Gypsy B.,2,279.0,62.0,37.4,57.0,7306.2
805091,Diana,AK 47,2,401.0,55.0,44.2,63.0,13444.2
803338,Julie,S. Gypsy B.,2,353.0,57.0,40.0,55.0,9031.1
805157,Keiki,MR MUDD -  XA,2,284.0,29.0,36.4,57.0,7221.7
3013,,JUSTIFIER,2,351.0,91.0,42.3,61.0,9832.0
803156,Asia,DILLION,2,293.0,73.0,40.6,56.0,8043.6
3033,,SATCHEL,2,334.0,91.0,46.2,98.0,10467.0
3287,,MARCEL,2,401.0,61.0,47.2,89.0,10601.0
803296,Badia,DILLION,2,307.0,78.0,44.5,67.0,9090.9
804938,Anora,AK 47,2,420.0,93.0,38.8,60.0,11162.6
3103,,ZELGADIS,2,301.0,29.0,46.7,111.0,8476.0
804411,Gusta,C. Starlight,2,350.0,70.0,36.2,50.0,8267.0
803025,Katari,DU-Osmond,2,292.0,71.0,42.1,51.0,8779.0
3026,,WINNER,2,360.0,30.0,43.5,43.0,10138.0
803851,Zena,O.S.Elmer-XA,2,375.0,52.0,44.5,71.0,9099.6
3125,,WINNER,2,345.0,60.0,47.9,50.0,5177.5
804022,PISA,O.S.Elmer-XA,2,293.0,72.0,50.2,59.0,8961.6
802993,Welli,L.S Titanic,2,289.0,65.0,39.0,53.0,7639.7
803004,Kaneli,U.M Aberlin -ET,2,294.0,77.0,39.8,72.0,8083.7
803105,Aixa,DILLION,2,335.0,63.0,38.9,51.0,9018.7
802061,Bobo,Bull Speckles,2,302.0,64.0,53.2,52.0,10891.0
803339,Berdi,U.M Aberlin -ET,2,291.0,37.0,36.7,51.0,7425.6
801946,GARINI 2,S. Gypsy B.,2,346.0,60.0,43.5,61.0,8478.0
804520,Pao-Pao,K-M.EpicSave-ET,2,334.0,43.0,47.0,58.0,10578.1
804392,Novia,F.Shamrock,3,270.0,49.0,38.2,66.0,5270.9
803615,Fudul,K.S Layne ET,3,286.0,42.0,41.3,56.0,8332.8
804465,Axel,Bull Mix,3,343.0,85.0,36.1,130.0,6714.8
805015,Damita,L.Jet Bowser XA,3,285.0,56.0,49.6,57.0,8561.8
804577,Capri,Coyne PlanetET,3,331.0,55.0,41.7,64.0,9254.1
805489,Kerry,Jenny S.TrumpXA,3,355.0,69.0,40.8,67.0,8885.0
3462,,SATCHEL,3,291.0,66.0,36.1,51.0,8356.0
802157,Capri,Jenny S.TrumpXA,3,296.0,65.0,37.3,84.0,7683.0
803763,Adelia,M.Z.Merlin.-XA,3,286.0,109.0,41.2,58.0,6446.9
803774,Ora-469,Holstein Bull,3,294.0,78.0,34.3,57.0,5449.5
801992,Corella,Bull Speckles,3,321.0,87.0,46.4,78.0,8663.0
803454,Potjan,Klr. SuperMario,3,266.0,80.0,41.2,82.0,7818.1
804803,Cinta,Coyne PlanetET,3,289.0,60.0,39.4,84.0,7681.7
805337,Zelg-103,AK 47,3,288.0,115.0,41.8,57.0,8675.4
804326,Amy,Bull Mix,3,374.0,68.0,44.1,98.0,9784.3
805077,Aimee,AK 47,3,354.0,75.0,45.5,56.0,11923.0
804818,Catlin,C. Dv. Creeton,3,394.0,79.0,38.7,61.0,12017.5
804613,KAKA,Jenny S.TrumpET,3,286.0,56.0,36.5,116.0,7551.1
805034,Hiromi,MR MUDD -  XA,3,313.0,40.0,45.2,49.0,11494.4
803134,ROSA,Bull Mix,3,276.0,47.0,50.9,54.0,10067.8
803893,Hazid,O.S.Elmer-XA,3,288.0,53.0,53.7,53.0,9660.2
804894,Rahma,L.Jet Bowser XA,3,294.0,83.0,40.2,47.0,8544.8
804486,SEBE,M.Z.Merlin.-XA,3,294.0,51.0,40.5,77.0,7809.4
805223,Falon,MR MUDD -  XA,3,282.0,59.0,50.2,50.0,10518.5
803857,Nexco,O.S.Elmer-XA,3,291.0,32.0,53.8,53.0,10241.6
804542,Susun,Coyne PlanetET,3,328.0,82.0,40.5,63.0,8561.0
803522,Chandi,L.Jet Bowser XA,3,423.0,38.0,41.2,76.0,10221.1
805490,Aiden,AK 47,3,310.0,63.0,45.0,56.0,8811.0
804431,Juliet,Longlife,3,387.0,71.0,41.1,105.0,7213.0
804440,Epson,K-M.EpicSave-ET,3,290.0,46.0,42.0,49.0,7984.6
804963,Julian,Coyne PlanetET,3,293.0,75.0,35.8,52.0,7669.8
805139,Disna,Jenny S.TrumpET,3,283.0,77.0,39.0,65.0,7747.8
803333,Kimi,K. Big Time,3,289.0,41.0,39.6,51.0,7603.9
804905,Piyani,Coyne PlanetET,3,295.0,84.0,38.2,52.0,8143.5
803795,Ikeu,Bull Mix,3,290.0,65.0,42.2,51.0,7094.6
804073,Lota,Longlife,3,345.0,37.0,50.2,68.0,9067.1
803898,Murni,M.Z.Merlin.-XA,3,290.0,81.0,47.9,52.0,7065.9
803498,Resti,L.S Titanic,3,292.0,54.0,36.9,50.0,7297.3
803925,Alana,W.EpicIcebergET,3,345.0,62.0,40.7,44.0,7618.3
804910,Zal-Zal,L.Jet Bowser XA,3,275.0,34.0,37.5,73.0,6917.3
803098,Rahma,DILLION,3,294.0,33.0,45.8,55.0,9711.6
804991,Ciripa,Coyne PlanetET,3,287.0,80.0,35.0,60.0,8358.2
803324,Mala,Bull Mix,3,351.0,32.0,45.8,100.0,9413.4
803502,Carra,L.Jet Bowser XA,3,358.0,45.0,34.2,72.0,7192.6
804999,Gusto,L.Jet Bowser XA,3,304.0,47.0,46.5,50.0,10353.7
802217,GIDA,Bull Speckles,3,372.0,94.0,44.7,51.0,12276.0
805150,Rika,AK 47,3,344.0,76.0,35.3,81.0,8739.5
805395,FUDUL,MR MUDD -  XA,3,359.0,80.0,46.0,54.0,10644.3
805424,Banyu,Coyne PlanetET,3,285.0,28.0,37.6,83.0,6698.5
804569,Zelip,C. Toyjet,3,293.0,47.0,45.2,52.0,7728.1
803246,Femi,Bull Mix,3,291.0,58.0,40.6,54.0,8084.7
805004,Lupita,AK 47,3,286.0,80.0,35.0,60.0,7885.2
805444,Cedar,AK 47,3,288.0,80.0,44.0,54.0,8286.1
803909,Cica,O.S.Elmer-XA,3,366.0,29.0,47.3,52.0,10669.2
804912,ROSA,Coyne PlanetET,3,321.0,55.0,44.3,116.0,9350.5
805241,Jeni-li,Coyne PlanetET,3,336.0,87.0,35.8,49.0,7934.5
802284,Wonro,S. Gypsy B.,3,371.0,42.0,44.9,51.0,8413.0
804796,Caya,Coyne PlanetET,3,312.0,80.0,41.9,58.0,8042.4
804847,STAR,Coyne PlanetET,3,292.0,72.0,44.7,52.0,9875.3
804967,Javan,AK 47,3,283.0,47.0,40.9,55.0,9697.9
805255,PIPIET,AK 47,3,287.0,31.0,38.6,53.0,7021.4
803753,Anita,Bull Mix,3,273.0,97.0,40.6,66.0,6359.4
805065,Tuoli,Coyne PlanetET,3,282.0,36.0,39.2,56.0,8770.5
802793,Kate,Bull Mix,3,290.0,39.0,46.6,51.0,9862.0
804983,Lani,Jenny S.TrumpET,3,387.0,46.0,43.0,88.0,11148.4
803707,Gispa,L.Jet Bowser-ET,3,332.0,76.0,43.6,92.0,8663.0
804838,PRETY,Jenny S.TrumpET,3,398.0,54.0,44.2,55.0,9762.8
803855,Gold-100,Holstein Bull,3,281.0,64.0,37.6,54.0,5756.0
803337,Lunar,Bull Mix,3,304.0,51.0,43.6,60.0,8148.4
802965,Gion,Bosside Altaros,3,430.0,37.0,49.4,85.0,11785.9
804747,Arni,C. Dv. Creeton,3,262.0,92.0,41.3,84.0,7440.1
803746,Irfi,K.S Layne ET,3,272.0,68.0,43.6,62.0,7181.7
804926,Celena,AK 47,3,409.0,47.0,43.4,97.0,11387.6
805409,Derti,Coyne PlanetET,3,285.0,58.0,42.5,59.0,8906.4
805120,Rou-384,AK 47,3,288.0,98.0,43.6,51.0,9170.5
803897,Selena,W.EpicIcebergET,3,293.0,101.0,45.2,57.0,7472.8
805122,Bar-323,Coyne PlanetET,3,362.0,61.0,37.8,53.0,9535.0
803826,Rafika,Bull Mix,3,332.0,43.0,36.9,56.0,7094.2
803704,Putri,O.S.Elmer-XA,3,394.0,107.0,53.1,65.0,11090.2
803263,Anora,DILLION,3,291.0,40.0,39.6,52.0,8163.8
804505,RESVI,S. Micah XA,3,292.0,37.0,46.2,58.0,9607.7
804606,NIAT,L.Jet Bowser-ET,3,292.0,95.0,45.2,54.0,10043.7
803244,Atena,DILLION,3,347.0,47.0,49.5,56.0,10099.2
804845,Tipa,L.Jet Bowser XA,3,289.0,37.0,39.1,52.0,7815.0
802113,Sanyori,C. Toyjet,3,341.0,37.0,37.4,52.0,8776.5
804992,JERA,L.Jet Bowser XA,3,288.0,87.0,46.0,57.0,8453.7
805074,ORIGI,Coyne PlanetET,3,335.0,77.0,38.7,84.0,7968.1
804344,Levi322,Holstein Bull,3,439.0,38.0,41.3,107.0,9481.6
803014,Sheva,Bull Mix,3,277.0,19.0,42.6,106.0,7758.2
804822,PISCES,L.Jet Bowser XA,3,293.0,61.0,46.9,44.0,10510.7
805097,Alena,L.Jet Bowser-ET,3,325.0,50.0,46.4,50.0,10366.0
803530,Aniya,Bull Mix,3,327.0,28.0,33.7,53.0,5868.0
803878,Harra 1,M.Z.Merlin ET,3,289.0,41.0,52.6,50.0,9083.8
804070,HOTA-018,Brasilia,3,320.0,56.0,47.2,59.0,8634.1
804968,Crv-133,Jenny S.TrumpET,3,270.0,41.0,41.2,78.0,7707.4
803448,Lilie,K. Big Time,3,287.0,33.0,39.4,54.0,7183.9
803311,Gusta,Bull Mix,3,300.0,74.0,49.5,54.0,8202.4
804142,ESTEH,Bull Mix,3,293.0,61.0,48.8,52.0,8092.1
804619,Vera,Coyne PlanetET,3,381.0,46.0,37.0,53.0,10009.8
804840,Lucy,Coyne PlanetET,3,428.0,85.0,43.8,62.0,14387.2
803742,Nonon,Bull Mix,3,267.0,37.0,40.7,70.0,5980.1
804823,Discal,L.Jet Bowser XA,3,291.0,63.0,40.1,55.0,8467.7
804468,Abena,L.Jet Bowser XA,3,293.0,61.0,43.8,52.0,7947.3
802606,Abbie,S. Gypsy B.,3,325.0,47.0,46.0,51.0,9834.0
804006,Bonita,W.EpicIcebergET,3,314.0,38.0,42.5,49.0,8633.0
804829,INDIA,C. Dv. Creeton,3,329.0,57.0,35.3,76.0,7503.1
804401,Rento,MS Elso-ET,3,347.0,38.0,49.7,51.0,10281.2
804233,Novem,C. Toyjet,3,293.0,51.0,48.8,57.0,9216.2
805301,GENOA,AK 47,3,300.0,99.0,43.3,101.0,8741.2
